name,minutes,goals,assists,age,yellow,red
Marc Roca,1229,0,1,20,3,0
Víctor Sánchez,2191,1,1,29,8,0
Salva Sevilla,268,0,0,33,1,0
F. Caicedo,1287,2,1,28,4,0
Léo Baptistão,1343,5,4,23,1,0
Álvaro Vázquez,313,0,1,26,0,0
Gerard Moreno,3190,13,4,25,6,0
H. Pérez,1787,3,1,28,8,0
P. Piatti,2267,10,10,28,7,0
Ortolá,0,0,0,23,0,0
Fernando Pacheco,1350,0,0,24,0,0
Z. Feddal,732,0,0,27,3,0
Einar Galilea,0,0,0,22,0,0
Raúl García,747,0,0,27,3,0
T. Hernández,1150,0,2,19,4,1
Laguardia,874,1,0,27,2,0
Carlos Vigaray,310,0,0,22,0,0
A. Pantić,154,0,0,24,1,0
Alexis,1080,1,1,31,6,0
Víctor Camarasa,948,2,1,22,3,0
C. Espinoza,159,0,0,21,1,0
Kiko Femenía,1010,0,1,25,4,0
Manuel Garcia,0,0,0,18,0,0
Manu García,512,1,0,30,3,0
N. Krstičić,294,0,0,26,1,0
Sergio Llamas,0,0,0,23,0,0
Marcos Llorente,1170,0,1,21,1,0
Edgar Méndez,871,1,1,25,3,0
D. Torres,887,0,0,27,3,0
Manu Barreiro,0,0,0,30,0,0
Deyverson,1050,4,0,25,6,0
Ibai Gómez,579,2,0,27,1,0
Dani Iglesias,0,0,0,21,0,0
A. Katai,288,0,1,25,1,0
C. Santos,298,1,0,28,1,0
Rubén Sobrino,11,0,0,24,0,0
Toquero,376,1,0,32,2,0
Markel Areitio,45,0,0,20,0,0
Asier Riesgo,1022,0,0,33,0,1
Yoel,101,0,0,28,0,1
Arbilla,368,0,0,29,1,0
Ander Capa,802,0,1,24,2,0
M. Dos Santos,242,0,0,27,1,0
Alejandro Gálvez,457,0,0,27,1,0
Juncà,180,0,0,23,1,0
F. Lejeune,1034,0,1,25,3,0
Luna,990,0,2,25,2,0
Ramis,607,2,0,32,1,0
G. Escalante,477,1,0,23,3,0
Dani García,1076,0,1,26,4,1
Adrián,386,0,0,28,0,0
T. Inui,562,0,1,28,1,0
Jota Peleteiro,200,0,0,25,0,0
Rubén Peña,307,0,0,25,2,0
Fran Rico,901,2,0,29,4,0
Christian Rivera,90,0,0,19,0,0
Pedro León,964,5,0,30,2,0
Bebé,361,1,2,26,0,0
Sergi Enrich,838,4,2,26,2,0
Kike,618,2,1,27,5,0
Nano,135,1,0,21,0,0
D. Boyko,0,0,0,28,0,0
Aarón Escandell,0,0,0,21,0,0
C. Kameni,1170,0,0,32,1,0
Bakary Koné,603,0,0,28,2,0
Diego Llorente,674,1,0,23,1,1
Luis,21,0,0,19,0,0
Weligton,90,0,0,37,1,0
Juan Carlos,495,0,2,26,0,1
F. Ricca,709,0,0,21,4,0
R. Rosales,1170,1,0,28,2,0
Miguel Torres,642,0,0,30,0,0
M. Villanueva,526,0,0,23,2,0
J. Añor,922,1,0,22,4,0
Duda,125,1,2,36,2,0
Ignacio Camacho,1080,2,2,26,6,0
G. Castro,705,1,3,32,4,0
Pablo Fornals,571,1,1,20,1,0
Recio,360,0,0,25,3,0
Keko,195,0,0,24,1,0
Z. Kuzmanović,216,0,0,29,1,0
Javi Ontiveros,119,1,1,19,2,0
Jony,587,1,1,25,1,0
Charles,442,1,0,32,1,0
Y. En Nesyri,271,1,0,19,2,0
Sandro Ramírez,1014,6,1,21,3,0
Michael Santos,139,3,0,23,1,0
Diego Alves,990,0,0,31,3,0
Jaume Doménech,0,0,0,26,0,0
M. Ryan,180,0,0,24,0,0
A. Abdennour,350,0,0,27,1,0
João Cancelo,972,0,1,22,2,0
Aderllan Santos,540,0,0,27,0,0
E. Garay,630,1,0,30,2,0
José Gayá,813,0,0,21,1,0
Toni Lato,0,0,0,19,0,0
E. Mangala,900,0,0,25,4,0
Martín Montoya,834,0,0,25,2,0
Guilherme Siqueira,80,0,0,30,1,0
Nani,954,2,3,30,4,0
F. Cartabia,96,0,0,23,0,0
Álvaro Medrán,406,1,0,22,1,0
Dani Parejo,1170,2,4,27,1,0
E. Pérez,924,0,0,30,5,1
Carlos Soler,0,0,0,19,0,0
Mario Suárez,899,3,0,29,2,0
Z. Bakkali,108,0,0,20,1,0
Munir,403,2,0,21,1,0
Santi Mina,458,2,0,20,1,0
Rafa Mir,5,0,0,19,0,0
Rodrigo,938,3,1,25,0,0
Sergio Álvarez,900,0,1,30,0,1
Rubén Blanco,270,0,0,21,2,0
Iván Villar,0,0,0,19,0,0
G. Cabral,900,0,1,31,0,0
Jonny Castro,838,0,2,22,2,0
David Costas,90,0,1,21,1,0
Fontàs,270,0,0,27,1,0
Sergi Gómez,684,0,0,24,2,0
Hugo Mallo,908,2,0,25,6,1
Planas,74,0,0,25,0,0
F. Roncaglia,990,1,0,29,4,0
M. Díaz,377,0,1,29,1,0
Pape Diop,64,1,0,19,1,0
P. Hernández,796,1,0,30,5,0
Álvaro Lemos,0,0,0,23,0,0
F. Orellana,394,2,2,30,2,0
N. Radoja,969,0,0,23,2,0
Josep Señé,255,0,1,24,1,0
P. Sisto,589,2,2,21,0,0
D. Wass,1015,1,0,27,2,0
Iago Aspas,967,7,2,29,5,0
C. Beauvue,0,0,0,28,0,0
T. Bongonda,937,1,0,21,1,0
José Naranjo,0,0,0,22,0,0
J. Guidetti,282,1,1,24,2,0
G. Rossi,273,1,0,29,0,0
Raúl Lizoáin,450,0,0,25,0,0
David Ramírez,0,0,0,21,0,0
Javi Varas,630,0,0,34,0,0
Aythami Artiles,280,0,0,30,2,0
Bigas,794,1,0,26,1,0
Dani Castellano,918,0,0,29,1,0
David García,871,1,0,34,4,0
M. Lemos,285,0,0,20,1,0
Hélder Lopes,101,0,0,27,0,0
Míchel,964,0,2,26,2,0
David Simón,103,0,0,27,1,0
K. Boateng,662,4,0,29,4,1
Javi Castellano,0,0,0,29,0,0
Momo,352,2,0,34,1,0
M. García,139,0,0,20,0,0
Vicente Gómez,834,1,0,28,2,0
Roque Mesa,1080,0,1,27,4,0
Montoro,129,0,0,28,0,0
Hernán,0,0,0,26,0,0
Jonathan Viera,708,3,3,27,0,0
S. Araújo,531,2,1,24,2,0
Tyronne,42,0,0,25,1,0
Tana,841,3,1,26,3,0
N. El Zhar,465,2,2,30,1,0
M. Livaja,626,2,2,23,5,0
Asdrúbal,4,0,0,25,0,0
Adán,1350,0,0,29,1,0
Dani Giménez,0,0,0,33,1,0
Manu Herrera,0,0,0,35,0,0
R. Donk,416,0,0,30,1,0
R. Durmisi,699,0,1,22,1,0
Bruno González,611,1,0,26,4,0
A. Mandi,946,1,0,25,0,0
Álex Martínez,540,0,0,26,0,0
Rafa Navarro,214,0,0,22,1,0
G. Pezzella,1257,1,0,25,4,0
C. Piccini,974,0,3,24,3,1
José Carlos,180,0,0,20,0,0
D. Brašanac,366,0,0,24,3,0
Dani Ceballos,555,0,0,20,1,0
Cejudo,553,1,0,32,6,0
Petros,1209,0,1,27,5,0
F. Gutiérrez,709,1,0,26,3,0
Matías Nahuel,80,0,0,20,0,0
J. Martin,340,0,0,26,2,0
C. Musonda,278,0,1,20,2,0
Fabián Ruiz,154,0,0,20,0,0
Joaquín,990,3,4,35,1,0
Álex Alegría,538,2,0,24,0,0
Rubén Castro,1125,7,2,35,2,0
A. Sanabria,626,1,1,20,1,0
R. Zozulya,67,0,0,27,1,0
G. Lux,810,0,0,34,1,0
Rubén,0,0,0,32,0,0
P. Tytoń,360,0,0,29,1,0
Albentosa,1080,1,0,28,5,0
Alejandro Arribas,467,0,0,27,2,0
Luisinho,712,0,1,31,2,0
Sidnei,804,0,0,27,1,0
Fernando Navarro,530,0,0,34,1,0
Laure,155,0,0,31,0,1
Álex Bergantiños,0,0,0,31,0,0
C. Borges,859,4,0,28,2,0
E. Çolak,643,1,1,25,1,0
Guilherme,596,0,0,25,1,0
F. Fajr,575,0,1,28,1,0
Carles Gil,164,0,1,24,0,0
Juanfran,974,0,2,28,1,0
Pedro Mosquera,1012,1,0,28,3,0
Borja Valle,187,0,0,24,0,0
Bruno Gama,898,0,0,29,2,0
F. Andone,1068,3,0,23,2,0
R. Babel,298,2,1,29,2,0
M. Moreno,494,0,0,20,0,0
Joselu,24,0,0,26,0,0
A. Brignoli,60,0,0,25,0,0
Serantes,1110,0,0,27,2,0
Bustinza,573,0,0,24,2,0
Víctor Díaz,977,1,1,28,4,0
Pablo Ínsua,617,0,0,23,1,0
M. Mantovani,944,0,0,32,4,0
Adrián Marín,236,0,0,19,1,0
C. Medjani,586,0,0,31,2,0
Diego Rico,978,1,0,23,3,0
Gabriel,1028,2,1,23,1,0
Robert Ibañez,168,2,1,23,0,0
Unai López,640,0,0,21,1,0
Rubén Pérez,661,0,1,27,3,0
Omar Ramos,664,0,2,28,2,0
Toni,0,0,0,26,0,0
Alberto,624,0,0,27,2,0
Lluis Sastre,90,0,0,30,0,0
A. Szymanowski,751,3,1,28,0,0
Timor,903,1,1,27,3,1
Luciano,511,1,0,23,2,0
Guerrero,419,0,0,26,2,0
M. Koné,169,0,0,24,0,0
D. Machís,251,0,1,23,1,0
Pichu Cuéllar,1080,0,0,32,2,0
Diego Mariño,90,0,0,26,0,0
Óscar Whalley,0,0,0,22,0,0
F. Amorebieta,952,0,0,31,8,0
J. Babin,308,0,0,30,0,0
Canella,270,0,1,28,0,0
Lillo Castellano,1046,0,0,27,2,0
Lora,286,0,0,29,1,0
Jorge Meré,990,0,0,19,2,0
Douglas Pereira,283,0,0,26,1,0
Juan Rodríguez,90,0,0,21,0,0
R. Aït-Atmane,300,0,0,23,2,0
Sergio Álvarez,1073,1,0,24,3,0
Nacho Cases,720,1,0,28,2,0
Pedro Díaz,0,0,0,18,0,0
Moi Gómez,867,1,3,22,3,0
Isma López,761,0,2,26,4,0
Víctor Rodríguez,751,1,0,27,0,0
Xavi Torres,179,0,0,30,1,0
Akram Afif,113,0,0,20,0,0
Carlos Carmona,88,1,0,29,1,0
Carlos Castro,268,1,0,21,0,0
D. Čop,1075,5,2,26,2,0
Pablo Fernández,0,0,0,20,0,0
Burgui,655,0,1,23,1,0
D. N'Di,99,0,0,21,0,0
Viguera,491,1,0,29,2,0
Mario,226,0,0,28,1,0
Álvaro Fernández,44,0,0,18,0,0
Nauzet Pérez,900,0,0,31,1,0
Javi Álamo,11,0,0,28,0,0
C. Bonnín,424,0,0,26,2,0
Aitor Buñuel,214,0,0,18,1,0
Carlos Clerc,316,0,0,24,0,0
Javi Flaño,97,0,0,32,0,0
Miguel Flaño,900,0,0,32,3,0
Fuentes,470,0,0,26,0,0
Unai García,1080,0,0,24,4,0
David García,1080,1,0,22,4,0
Oier,1170,0,1,30,4,0
Álex Berenguer,642,0,1,21,0,0
G. Čaušić,123,0,0,24,1,0
De las Cuevas,854,0,1,30,1,0
D. Digard,194,0,0,30,1,0
Imanol García,180,0,0,20,1,0
Fran Mérida,224,1,0,26,1,0
Olavide,98,0,0,20,2,0
Antonio Otegui,44,0,0,18,0,0
Jaime Romero,356,0,2,26,0,0
Fausto Tienza,452,0,0,26,3,0
Roberto Torres,832,4,1,27,2,0
Kenan,317,0,0,23,0,0
Sergio León,708,4,0,27,2,0
Oriol Riera,590,2,1,30,0,0
E. Rivière,310,0,0,26,1,1
Rui Silva,0,0,0,23,0,0
G. Ochoa,3330,0,0,31,2,0
U. Agbo,2308,0,0,21,13,1
P. Estupiñán,180,0,0,19,1,0
D. Foulquier,1873,0,2,24,5,0
Litri,823,0,2,25,2,0
M. Hongla,781,0,0,19,2,0
S. Ingason,1383,1,0,23,7,0
Rúben Vezo,1398,0,0,23,3,0
Lombán,1750,2,0,29,6,0
M. Saunier,1309,0,1,27,4,0
G. Silva,1747,0,0,23,6,0
F. Tabanou,370,0,0,28,3,0
V. Angban,685,0,0,20,4,0
J. Boga,1447,2,1,20,0,0
M. Carcela,1752,5,1,27,6,0
Isaac Cuenca,1650,2,0,26,4,0
Juanan Entrena,18,0,0,20,0,0
Andreas Pereira,2769,4,3,21,10,1
P. Kone,42,0,0,29,0,0
R. Krhin,848,0,0,26,0,0
A. Malle,506,0,0,19,2,0
Sergi Samper,1268,0,1,22,6,0
M. Wakaso,869,1,1,26,7,0
O. Atzili,315,0,0,23,0,0
A. Kravets,1378,5,2,27,2,0
E. Ponce,1126,2,0,20,5,0
A. Ramos,1041,4,0,31,4,0
Jean Carlos,0,0,0,21,0,0
M. Neuer,990,0,0,30,0,0
T. Starke,0,0,0,35,0,0
S. Ulreich,0,0,0,28,0,0
H. Badstuber,28,0,0,27,0,0
J. Boateng,433,0,0,28,0,0
Rafinha,405,1,1,31,0,0
M. Hummels,769,0,1,27,2,0
P. Lahm,592,1,0,33,1,0
D. Alaba,735,0,3,24,0,0
Thiago Alcântara,839,1,1,25,2,0
Xabi Alonso,785,2,0,34,1,0
F. Benko,0,0,0,18,0,0
Juan Bernat,282,0,1,23,0,0
Douglas Costa,351,1,0,26,0,0
N. Dorsch,0,0,0,18,0,0
J. Kimmich,484,4,0,21,1,0
Renato Sanches,333,0,0,19,3,0
Javi Martínez,659,0,1,28,2,0
E. Öztürk,0,0,0,20,0,0
F. Ribéry,437,2,5,33,2,0
A. Robben,381,3,2,32,0,0
A. Vidal,597,1,0,29,2,0
K. Coman,269,0,0,20,0,0
F. Götze,0,0,0,17,0,0
J. Green,0,0,0,21,0,0
R. Lewandowski,924,7,2,28,0,0
T. Müller,597,0,3,27,0,0
F. Coltorti,0,0,0,35,0,0
P. Gulácsi,990,0,0,26,1,0
M. Müller,0,0,0,23,0,0
M. Compper,876,0,1,31,3,0
D. Franke,0,0,0,18,0,0
K. Gipson,0,0,0,20,0,0
M. Halstenberg,990,0,0,25,1,0
L. Klostermann,90,0,0,20,1,0
W. Orban,990,1,1,24,3,0
K. Papadopoulos,27,0,0,24,0,0
B. Schmitz,196,0,1,22,0,0
O. Burke,193,1,2,19,0,0
D. Demme,899,0,2,25,2,0
Bernardo,564,0,0,21,1,0
S. Ilsanker,817,0,0,27,2,0
D. Kaiser,561,1,0,28,1,0
Z. Kalmár,0,0,0,21,0,0
N. Keïta,595,3,1,21,2,0
R. Khedira,0,0,0,22,0,0
M. Sabitzer,687,3,2,22,0,0
T. Boyd,0,0,0,25,0,0
E. Forsberg,693,5,5,25,1,0
D. Selke,114,2,1,21,0,0
T. Werner,803,5,2,20,1,0
Y. Poulsen,801,1,1,22,1,0
H. Bonmann,0,0,0,22,0,0
R. Bürki,900,0,0,26,0,0
R. Weidenfeller,360,0,0,36,0,0
Bartra,615,0,3,25,2,0
D. Burnic,0,0,0,18,0,0
E. Durm,112,0,0,24,0,0
M. Ginter,1068,0,0,22,1,0
Raphaël Guerreiro,394,2,2,22,0,0
S. Papastathopoulos,1056,0,0,28,4,0
Joo-Ho Park,65,0,0,29,0,0
Ł. Piszczek,940,3,0,31,1,0
M. Schmelzer,904,0,0,28,2,0
N. Subotić,0,0,0,28,0,0
S. Bender,0,0,0,27,0,0
Jacob Bruun Larsen,0,0,0,18,0,0
G. Castro,795,2,4,29,2,0
O. Dembélé,873,3,5,19,4,0
M. Götze,559,0,1,24,1,0
S. Kagawa,318,0,0,27,1,0
Mikel Merino,90,0,0,20,0,0
E. Mor,287,1,1,19,0,1
F. Passlack,354,0,0,18,0,0
C. Pulisic,514,2,4,18,0,0
S. Rode,519,1,0,26,0,0
N. Şahin,36,0,0,28,0,0
A. Schürrle,339,0,1,26,0,0
J. Weigl,1043,0,0,21,1,0
P. Aubameyang,1165,15,1,27,1,0
A. Ramos,348,2,1,30,2,0
M. Reus,200,1,3,27,0,0
O. Baumann,1260,0,0,26,0,0
G. Kobel,0,0,0,19,0,0
A. Stolz,0,0,0,33,0,0
E. Bičakčić,429,0,0,26,3,0
B. Hübner,758,0,0,27,1,0
P. Kadeřábek,1197,0,2,24,1,0
Jin-Su Kim,0,0,0,24,0,0
F. Schär,223,0,0,24,1,0
N. Süle,1117,1,0,21,0,0
J. Toljan,585,1,1,22,1,0
N. Amiri,704,1,2,20,0,0
K. Demirbay,649,3,3,23,0,0
D. Geiger,0,0,0,18,0,0
J. Hamad,0,0,0,26,0,0
P. Ochs,99,0,0,19,0,0
E. Polanski,517,0,0,30,1,0
S. Rudy,1138,0,3,26,4,0
L. Rupp,727,2,1,25,2,0
P. Schwegler,140,0,1,29,0,0
K. Vogt,931,0,0,25,2,0
S. Zuber,407,2,0,25,0,0
B. Atik,30,0,0,21,0,0
A. Kramarić,1073,3,5,25,0,0
Á. Szalai,135,1,0,29,0,0
M. Terrazzino,11,0,0,25,0,0
M. Uth,494,4,1,25,3,0
E. Vargas,96,0,0,27,1,0
S. Wagner,1140,7,1,29,3,0
M. Hamrol,0,0,0,22,0,0
T. Horn,810,0,0,23,0,0
T. Kessler,90,0,0,30,0,0
S. Müller,90,0,0,20,0,0
J. Hector,990,0,0,26,1,0
D. Heintz,877,0,0,23,2,0
F. Sørensen,990,0,1,24,3,0
L. Klünter,0,0,0,20,0,0
D. Maroh,102,0,0,29,1,0
M. Mavraj,990,0,0,30,1,0
F. Mladenović,9,0,0,25,0,0
P. Olkowski,25,0,0,26,0,0
K. Rausch,455,0,2,26,1,0
L. Bittencourt,276,1,1,22,2,0
M. Hartel,0,0,0,20,0,0
M. Höger,847,0,0,27,3,0
M. Jojić,98,0,0,24,1,0
M. Lehmann,923,0,0,33,3,0
S. Özcan,58,0,2,18,0,0
M. Risse,990,2,4,26,1,0
S. Guirassy,25,0,0,20,0,0
A. Modeste,960,12,1,28,1,0
Y. Ōsako,768,2,2,26,2,0
A. Rudņevs,215,0,1,28,2,0
S. Zoller,302,1,1,25,2,0
R. Jarstein,990,0,0,32,0,0
Nils-Jonathan Körber,0,0,0,20,0,0
T. Kraft,0,0,0,28,0,0
F. Baak,0,0,0,17,0,0
J. Brooks,630,0,0,23,2,0
S. Langkamp,810,0,0,28,2,0
F. Lustenberger,686,0,0,28,0,0
M. Mittelstädt,90,0,0,19,1,0
P. Pekarík,676,0,1,30,2,0
M. Plattenhardt,810,0,0,24,1,0
N. Stark,891,1,0,21,3,0
M. Weiser,853,1,4,22,1,0
A. Baumjohann,0,0,0,29,0,0
V. Darida,235,1,0,26,0,0
O. Duda,0,0,0,21,0,0
A. Esswein,511,1,1,26,2,0
G. Haraguchi,909,0,2,25,1,0
J. Hegeler,26,0,0,28,0,0
J. Kade,0,0,0,17,0,0
F. Kohls,0,0,0,21,0,0
S. Kurt,4,0,0,20,0,0
Allan,250,0,0,19,1,0
P. Skjelbred,767,0,0,29,0,0
V. Stocker,405,2,0,27,0,1
S. Allagui,25,0,0,30,1,0
V. Ibišević,907,6,3,32,1,0
S. Kalou,249,3,0,31,0,0
J. Schieber,166,2,1,27,2,0
R. Gikiewicz,0,0,0,29,0,0
P. Klandt,0,0,0,33,0,0
A. Schwolow,990,0,0,24,0,0
J. Föhrenbach,81,0,0,20,0,0
M. Gulde,402,0,0,25,1,0
C. Günter,895,0,1,23,2,1
A. Ignjovski,202,0,0,25,0,0
M. Kempf,0,0,0,21,0,0
L. Kübler,0,0,0,24,0,0
G. Niedermeier,89,0,0,30,0,0
C. Söyüncü,856,0,1,20,4,0
P. Stenzel,720,0,0,20,0,0
Torrejón,433,0,0,30,1,0
A. Abrashi,616,1,0,26,2,0
O. Bulut,624,0,1,22,2,0
M. Frantz,734,0,0,30,2,0
V. Grifo,989,3,3,23,1,0
J. Haberer,183,0,1,22,2,0
N. Höfler,989,1,0,26,4,0
L. Hufnagel,0,0,0,22,0,0
C. Laprevotte,0,0,0,24,0,0
J. Meffert,58,0,0,22,0,0
M. Dæhli,10,0,0,21,0,0
M. Philipp,875,5,1,22,3,0
J. Schuster,0,0,0,31,0,0
A. Falahen,0,0,0,23,0,0
K. Guédé,59,0,0,31,0,0
H. Nielsen,0,0,0,23,0,0
F. Niederlechner,702,1,1,26,3,0
N. Petersen,378,4,1,27,0,0
J. Drobný,360,0,0,37,0,0
E. Oelschlägel,0,0,0,21,0,0
F. Wiedwald,630,0,0,26,0,0
R. Wolf,0,0,0,28,0,0
M. Zetterer,0,0,0,21,0,0
R. Bauer,492,0,0,21,0,0
L. Caldirola,180,0,0,25,0,0
F. Diagne,136,0,0,27,0,0
S. García,450,1,0,28,2,0
U. Garcia,132,0,0,20,0,0
T. Gebre Selassie,990,1,1,29,2,0
N. Moisander,764,0,1,31,1,0
L. Sané,672,1,0,29,1,0
J. Sternberg,70,0,0,24,1,0
P. Bargfrede,18,0,0,27,0,0
F. Bartels,422,0,1,29,0,0
M. Eggestein,16,0,0,19,0,0
J. Eilers,0,0,0,28,0,0
C. Fritz,864,0,0,35,3,0
L. Fröde,11,0,0,21,0,0
S. Gnabry,842,4,1,21,1,0
F. Grillitsch,892,1,0,21,3,0
I. Hajrović,476,1,0,25,1,0
Z. Junuzović,889,1,1,29,1,0
F. Kainz,4,0,0,24,0,0
T. Petsos,98,0,0,25,1,0
N. Schmidt,14,0,1,18,0,0
M. Veljkovic,330,0,0,21,1,0
S. Yatabaré,176,0,0,27,0,0
J. Eggestein,0,0,0,18,0,0
A. Jóhannsson,187,1,1,26,0,1
M. Kruse,90,0,0,28,0,0
M. Lorenzen,0,0,0,21,0,0
O. Manneh,488,1,1,19,2,0
C. Pizarro,103,0,0,38,0,0
L. Thy,84,1,0,24,0,0
C. Heimeroth,0,0,0,35,0,0
M. Nicolas,0,0,0,19,0,0
T. Sippel,0,0,0,28,0,0
Y. Sommer,990,0,0,27,1,0
A. Christensen,720,0,0,20,0,0
Álvaro Domínguez,0,0,0,27,0,0
M. Doucouré,0,0,0,18,0,0
N. Elvedi,863,0,0,20,1,0
T. Jantschke,631,0,0,26,0,0
N. Rütten,0,0,0,21,0,0
N. Schulz,40,0,0,23,0,0
T. Strobl,430,0,0,26,3,0
J. Vestergaard,659,0,1,24,1,0
O. Wendt,784,1,0,31,1,0
L. Bénes,0,0,0,19,0,0
M. Dahoud,431,0,1,20,0,0
A. Hahn,616,1,0,26,1,0
T. Hazard,457,3,1,23,0,0
P. Herrmann,129,0,0,25,0,0
J. Hofmann,180,0,0,24,0,0
F. Johnson,711,1,1,28,1,0
J. Korb,517,0,0,24,0,0
C. Kramer,849,0,0,25,4,0
W. Ndenge,0,0,0,19,0,0
M. Schulz,0,0,0,21,0,0
D. Sow,0,0,0,19,0,0
L. Stindl,912,3,1,28,3,0
I. Traoré,534,0,2,28,0,0
Raffael,386,2,0,31,1,0
J. Drmic,0,0,0,24,0,0
R. Fährmann,990,0,0,28,1,0
F. Giefer,0,0,0,26,0,0
A. Nübel,0,0,0,20,0,0
T. Wellenreuther,0,0,0,20,0,0
Coke,0,0,0,29,0,0
D. Aogo,74,0,0,29,0,0
Naldo,900,0,0,34,0,0
A. Baba,495,0,0,22,1,0
J. Bitter,0,0,0,19,0,0
Júnior Caiçara,90,0,0,27,1,0
B. Höwedes,990,0,0,28,4,0
T. Kehrer,0,0,0,20,0,0
S. Kolašinac,505,0,4,23,3,0
M. Nastasić,810,0,0,23,1,0
P. Neumann,0,0,0,19,0,0
S. Riether,180,0,0,33,0,0
A. Uchida,0,0,0,28,0,0
N. Bentaleb,902,4,2,22,3,0
J. Geis,683,0,0,23,3,0
L. Goretzka,772,2,0,21,1,0
Y. Konoplyanka,166,0,0,27,1,0
M. Meyer,606,1,0,21,0,0
S. Sam,0,0,0,28,0,0
A. Schöpf,610,2,0,22,0,0
B. Stambouli,271,0,0,26,1,0
D. Avdijaj,0,0,0,20,0,0
E. Choupo-Moting,806,2,1,27,0,0
F. Di Santo,222,0,2,27,1,0
B. Embolo,341,2,1,19,0,0
K. Huntelaar,477,1,0,33,0,0
F. Reese,0,0,0,18,0,0
B. Tekpetey,0,0,0,19,0,0
L. Bätge,0,0,0,19,0,0
L. Hradecky,990,0,0,27,1,0
H. Lindner,0,0,0,26,0,0
D. Abraham,931,1,0,30,2,0
T. Chandler,935,0,1,26,3,0
M. Hector,222,1,0,24,1,1
B. Oczipka,972,1,1,27,2,0
Y. Regäsel,0,0,0,20,0,0
M. Russ,0,0,0,31,0,0
Anderson Bamba,0,0,0,28,0,0
T. Tawatha,18,0,0,24,0,0
Jesús Vallejo,902,0,0,19,2,0
G. Varela,97,0,0,23,1,0
F. Zorba,0,0,0,18,0,0
A. Barkok,15,1,0,18,0,0
M. Fabián,810,3,4,27,4,0
J. Flum,0,0,0,28,0,0
M. Gaćinović,642,1,0,21,2,0
J. Gerezgiher,0,0,0,21,0,0
M. Hasebe,743,0,0,32,0,0
S. Huszti,759,1,1,33,3,0
Omar Mascarell,922,0,0,23,5,0
S. Medojević,0,0,0,26,0,0
M. Stendera,0,0,0,20,0,0
D. Blum,132,0,1,25,0,0
E. Bunjaki,0,0,0,19,0,0
B. Hrgota,426,0,0,23,0,0
A. Meier,735,4,0,33,1,0
A. Rebić,144,0,2,23,1,0
H. Seferović,338,1,0,24,1,0
S. Tarashaj,121,1,0,21,1,0
B. Leno,990,0,0,24,0,0
N. Lomb,0,0,0,23,0,0
R. Özcan,0,0,0,32,0,0
L. Boeder,0,0,0,19,0,0
A. Dragović,232,0,1,25,1,0
R. Hilbert,0,0,0,32,0,0
T. Jedvaj,267,1,0,20,0,0
Wendell,811,0,0,23,3,0
J. Tah,854,0,1,20,1,0
Ö. Toprak,770,0,0,27,3,0
D. da Costa,0,0,0,23,0,0
C. Aránguiz,801,1,1,27,3,0
J. Baumgartlinger,422,0,1,28,0,0
K. Bellarabi,93,0,1,26,1,0
L. Bender,335,0,0,27,1,0
K. Havertz,125,0,0,17,0,0
B. Henrichs,900,0,2,19,0,0
K. Kampl,900,1,1,26,2,0
V. Yurchenko,0,0,0,22,0,0
J. Brandt,816,2,3,20,0,0
H. Çalhanoğlu,587,2,3,22,1,0
J. Hernández,745,5,1,28,1,0
S. Kießling,105,0,1,32,0,0
R. Kruse,0,0,0,28,0,0
A. Mehmedi,621,2,0,25,1,0
J. Pohjanpalo,104,4,0,22,0,0
K. Volland,328,0,1,24,0,1
I. Gelios,0,0,0,24,0,0
M. Hitz,990,0,0,29,0,0
A. Luthe,0,0,0,29,0,0
J. Callsen-Bracker,0,0,0,32,0,0
R. Framberger,90,0,0,21,0,0
M. Friedrich,0,0,0,20,0,0
J. Gouweleeuw,540,1,1,25,3,0
M. Hinteregger,883,0,0,24,1,0
C. Janker,545,0,0,31,0,0
P. Max,335,0,0,23,1,0
D. Opare,0,0,0,26,0,0
T. Rieder,0,0,0,23,0,0
K. Stafylidis,985,2,0,22,2,0
P. Verhaegh,990,0,0,33,2,0
Halil Altıntop,372,2,0,33,1,0
D. Baier,990,1,3,32,1,0
Caiuby,180,0,0,28,1,0
M. Feulner,0,0,0,34,0,0
G. Kačar,534,0,1,29,1,0
D. Kohr,460,0,0,22,2,0
Ja-Cheol Koo,774,1,1,27,2,0
J. Morávek,98,0,0,27,0,0
J. Schmid,488,0,0,26,0,0
M. Schuster,0,0,0,21,0,0
G. Teigl,57,0,0,25,1,0
T. Usami,8,0,0,24,0,0
R. Bobadilla,271,1,0,29,0,0
A. Finnbogason,513,1,0,27,0,0
J. Schmidt,5,0,0,22,0,0
Dong-Won Ji,872,1,1,25,2,0
R. Adler,900,0,1,31,1,0
A. Hirzel,0,0,0,23,0,0
C. Mathenia,90,0,0,24,0,0
T. Mickel,0,0,0,27,0,0
D. Diekmeier,330,0,0,27,2,0
J. Djourou,630,0,0,29,2,0
Douglas Santos,810,0,0,22,3,0
A. Götz,66,0,0,23,1,0
Cleber Reis,326,0,0,25,1,1
G. Jung,706,0,0,22,0,0
M. Ostrzolek,360,0,0,26,0,0
G. Sakai,855,0,0,25,4,0
Young-Jae Seo,0,0,0,21,0,0
E. Spahić,685,0,0,36,2,0
N. Bahoui,67,0,0,25,0,0
A. Ekdal,514,0,1,27,1,0
D. Feka,0,0,0,19,0,0
