team,country,name,minutes,goals,assists,age,position,yellow,red
Cagliari,Italy,R. Biancu,0,0,0,16,M,0,0
Cagliari,Italy,D. Dessena,421,2,0,29,M,4,1
Cagliari,Italy,D. Di Gennaro,877,2,4,28,M,3,0
Cagliari,Italy,João Pedro,213,1,1,24,M,0,0
Cagliari,Italy,A. Ioniţă,270,0,0,26,M,2,0
Cagliari,Italy,M. Isla,1255,0,3,28,M,5,0
Cagliari,Italy,G. Munari,341,0,0,33,M,5,0
Cagliari,Italy,S. Padoin,1343,1,1,32,M,4,0
Cagliari,Italy,N. Pennington,0,0,0,18,M,0,0
Cagliari,Italy,F. Serra,0,0,0,19,M,0,0
Cagliari,Italy,P. Tachtsidis,813,0,1,25,M,3,0
Cagliari,Italy,D. Arras,0,0,0,18,A,0,0
Cagliari,Italy,M. Borriello,1181,6,0,34,A,2,0
Cagliari,Italy,Diego Farias,400,1,0,26,A,2,0
Cagliari,Italy,N. Giannetti,221,0,0,25,A,0,0
Cagliari,Italy,F. Melchiorri,461,3,0,29,A,1,0
Cagliari,Italy,M. Sau,1111,3,3,29,A,3,0
Sassuolo,Italy,A. Consigli,1530,0,0,29,G,1,0
Sassuolo,Italy,G. Pegolo,0,0,0,35,G,0,0
Sassuolo,Italy,A. Pomini,0,0,0,35,G,0,0
Sassuolo,Italy,F. Acerbi,1530,2,0,28,D,2,0
Sassuolo,Italy,C. Adjapong,170,0,0,18,D,1,0
Sassuolo,Italy,L. Antei,770,1,0,24,D,3,0
Sassuolo,Italy,P. Cannavaro,586,1,0,35,D,0,0
Sassuolo,Italy,C. Dell'Orco,146,0,0,22,D,0,0
Sassuolo,Italy,M. Erlić,0,0,0,18,D,0,0
Sassuolo,Italy,M. Gazzola,764,0,1,31,D,2,0
Sassuolo,Italy,T. Letschert,180,0,0,23,D,0,0
Sassuolo,Italy,Pol Lirola,707,0,1,19,D,1,0
Sassuolo,Italy,F. Peluso,1350,0,1,32,D,5,0
Sassuolo,Italy,E. Terranova,171,0,0,29,D,0,0
Sassuolo,Italy,D. Biondini,681,0,0,33,M,5,0
Sassuolo,Italy,A. Duncan,348,0,1,23,M,0,0
Sassuolo,Italy,S. Franchini,0,0,0,18,M,0,0
Sassuolo,Italy,F. Magnanelli,1013,0,0,32,M,2,0
Sassuolo,Italy,M. Marin,0,0,0,18,M,0,0
Sassuolo,Italy,L. Mazzitelli,588,0,0,21,M,4,0
Sassuolo,Italy,S. Missiroli,271,0,0,30,M,2,0
Sassuolo,Italy,L. Pellegrini,978,2,3,20,M,3,0
Sassuolo,Italy,S. Sensi,420,1,0,21,M,0,0
Sassuolo,Italy,D. Berardi,174,2,0,22,A,0,0
Sassuolo,Italy,S. Caputo,0,0,0,18,A,0,0
Sassuolo,Italy,G. Defrel,1278,6,1,25,A,0,0
Sassuolo,Italy,P. Iemmello,288,1,0,24,A,1,0
Sassuolo,Italy,A. Matri,453,1,0,32,A,0,0
Sassuolo,Italy,N. Pierini,0,0,0,18,A,0,0
Sassuolo,Italy,M. Politano,983,2,2,23,A,1,0
Sassuolo,Italy,A. Ragusa,666,2,1,26,A,2,0
Sassuolo,Italy,F. Ricci,770,2,0,22,A,3,0
Udinese,Italy,O. Karnezis,1530,0,0,31,G,3,0
Udinese,Italy,S. Perisan,0,0,0,19,G,0,0
Udinese,Italy,S. Scuffet,0,0,0,20,G,0,0
Udinese,Italy,Ali Adnan,524,0,0,23,D,0,0
Udinese,Italy,G. Angella,219,0,0,27,D,0,0
Udinese,Italy,P. Armero,180,0,0,30,D,1,0
Udinese,Italy,Samir,575,0,0,22,D,1,0
Udinese,Italy,Felipe,1350,1,0,32,D,6,0
Udinese,Italy,T. Heurtaux,348,0,1,28,D,3,0
Udinese,Italy,Danilo,1440,2,0,32,D,5,0
Udinese,Italy,M. Wagué,540,0,0,25,D,2,0
Udinese,Italy,E. Agyemang-Badu,907,0,2,26,M,1,0
Udinese,Italy,A. Balić,0,0,0,19,M,0,0
Udinese,Italy,R. de Paul,918,0,1,22,M,2,0
Udinese,Italy,Lucas Evangelista,94,0,0,21,M,0,0
Udinese,Italy,D. Faraoni,28,0,0,25,M,1,0
Udinese,Italy,S. Fofana,1069,4,1,21,M,0,0
Udinese,Italy,E. Hallfreðsson,663,0,2,32,M,2,0
Udinese,Italy,J. Jankto,479,1,1,20,M,0,0
Udinese,Italy,P. Kone,300,0,0,29,M,1,0
Udinese,Italy,S. Kums,1259,0,1,28,M,0,0
Udinese,Italy,F. Lodi,11,0,0,32,M,0,0
Udinese,Italy,S. Widmer,1052,0,4,23,M,1,0
Udinese,Italy,P. Armenakas,0,0,0,18,A,0,0
Udinese,Italy,Ewandro,15,0,0,20,A,0,0
Udinese,Italy,Ryder Matos,222,0,0,23,A,0,0
Udinese,Italy,A. Peñaranda,156,0,0,19,A,0,0
Udinese,Italy,S. Perica,473,3,0,21,A,4,0
Udinese,Italy,C. Théréau,1111,8,2,33,A,1,0
Udinese,Italy,D. Zapata,1367,5,1,25,A,2,0
Chievo,Italy,W. Bressan,0,0,0,35,G,0,0
Chievo,Italy,A. Confente,0,0,0,18,G,0,0
Chievo,Italy,A. Seculin,0,0,0,26,G,0,0
Chievo,Italy,S. Sorrentino,1530,0,0,37,G,1,0
Chievo,Italy,F. Cacciatore,1232,1,1,30,D,4,1
Chievo,Italy,B. Cesar,370,0,0,34,D,4,0
Chievo,Italy,F. Costa,0,0,0,21,D,0,0
Chievo,Italy,D. Dainelli,1260,0,0,37,D,6,0
Chievo,Italy,N. Frey,450,0,0,32,D,1,0
Chievo,Italy,A. Gamberini,846,1,0,35,D,0,0
Chievo,Italy,M. Gobbi,1350,1,0,36,D,3,0
Chievo,Italy,G. Sardo,0,0,0,37,D,0,0
Chievo,Italy,N. Spolli,584,0,0,33,D,4,0
Chievo,Italy,S. Bastien,0,0,0,20,M,0,0
Chievo,Italy,V. Birsa,1266,4,4,30,M,1,0
Chievo,Italy,J. de Guzmán,566,0,0,29,M,2,0
Chievo,Italy,F. Depaoli,0,0,0,19,M,0,0
Chievo,Italy,P. Hetemaj,1007,0,0,30,M,4,0
Chievo,Italy,M. Izco,413,0,0,33,M,0,0
Chievo,Italy,S. Kiyine,0,0,0,19,M,0,0
Chievo,Italy,L. Castro,1338,2,4,27,M,2,0
Chievo,Italy,V. Parigini,22,0,0,20,M,0,0
Chievo,Italy,I. Radovanović,1315,0,0,28,M,4,0
Chievo,Italy,N. Rigoni,336,1,0,26,M,1,0
Chievo,Italy,Emanuel Vignato,0,0,0,16,M,0,0
Chievo,Italy,A. Floro Flores,509,0,0,33,A,0,0
Chievo,Italy,R. Inglese,792,2,0,25,A,0,0
Chievo,Italy,L. Jallow,14,0,0,22,A,0,0
Chievo,Italy,R. Meggiorini,976,2,0,31,A,4,0
Chievo,Italy,S. Pellissier,643,3,1,37,A,0,0
Bologna,Italy,Angelo Da Costa,990,0,0,33,G,1,0
Bologna,Italy,A. Gomis,0,0,0,23,G,0,0
Bologna,Italy,M. Sarr,0,0,0,19,G,0,0
Bologna,Italy,A. Mirante,540,0,0,33,G,0,0
Bologna,Italy,F. Ravaglia,0,0,0,17,G,0,0
Bologna,Italy,A. Ferrari,90,0,0,22,D,0,0
Bologna,Italy,D. Gastaldello,1036,0,1,33,D,6,2
Bologna,Italy,F. Helander,372,1,0,23,D,1,0
Bologna,Italy,E. Krafth,703,0,0,22,D,1,1
Bologna,Italy,I. M'baye,218,0,1,22,D,1,0
Bologna,Italy,D. Maietta,973,0,0,34,D,1,0
Bologna,Italy,A. Masina,1285,1,0,22,D,3,0
Bologna,Italy,A. Morleo,24,0,0,33,D,0,0
Bologna,Italy,M. Oikonomou,472,0,0,24,D,0,0
Bologna,Italy,V. Torosidis,887,0,0,31,D,1,0
Bologna,Italy,G. Donsah,115,0,0,20,M,0,0
Bologna,Italy,B. Džemaili,1307,2,1,30,M,4,1
Bologna,Italy,Á. Nagy,1040,0,1,21,M,2,0
Bologna,Italy,E. Pulgar,537,1,0,22,M,4,0
Bologna,Italy,L. Rizzo,345,0,0,24,M,0,0
Bologna,Italy,S. Taïder,1147,1,0,24,M,1,0
Bologna,Italy,F. Viviani,420,1,2,24,M,1,0
Bologna,Italy,R. Acquafresca,0,0,0,29,A,0,0
Bologna,Italy,M. Destro,1004,4,0,25,A,0,0
Bologna,Italy,F. Di Francesco,311,1,0,22,A,1,1
Bologna,Italy,S. Floccari,241,0,0,35,A,0,0
Bologna,Italy,L. Krejčí,1270,1,3,24,A,0,0
Bologna,Italy,A. Mounier,291,0,0,29,A,0,0
Bologna,Italy,O. Okwonkwo,33,0,0,18,A,0,0
Bologna,Italy,A. Tabacchi,0,0,0,18,A,0,0
Bologna,Italy,S. Umar,172,0,1,19,A,2,0
Bologna,Italy,S. Verdi,866,4,1,24,A,2,0
Genoa,Italy,D. Faccioli,0,0,0,18,G,0,0
Genoa,Italy,E. Lamanna,180,0,0,27,G,0,0
Genoa,Italy,M. Perin,1350,0,0,24,G,1,1
Genoa,Italy,L. Zima,0,0,0,22,G,0,0
Genoa,Italy,D. Biraschi,1,0,0,22,D,1,0
Genoa,Italy,D. Brivio,0,0,0,28,D,0,0
Genoa,Italy,N. Burdisso,1530,0,0,35,D,1,0
Genoa,Italy,I. Cissokho,0,0,0,31,D,0,0
Genoa,Italy,R. Fiamozzi,104,0,0,23,D,0,0
Genoa,Italy,S. Gentiletti,345,0,1,31,D,1,0
Genoa,Italy,A. Izzo,1440,0,2,24,D,3,0
Genoa,Italy,E. Muñoz,774,0,0,26,D,2,0
Genoa,Italy,L. Orbán,521,0,0,27,D,3,1
Genoa,Italy,Edenilson,550,0,2,27,M,3,0
Genoa,Italy,I. Cofie,314,0,0,25,M,1,0
Genoa,Italy,D. Laxalt,1398,1,2,23,M,3,0
Genoa,Italy,D. Lazović,1024,1,2,26,M,3,0
Genoa,Italy,N. Ninković,422,2,1,22,M,2,0
Genoa,Italy,O. Ntcham,371,1,1,20,M,2,0
Genoa,Italy,Miguel Veloso,1123,0,3,30,M,7,1
Genoa,Italy,L. Rigoni,1265,2,1,32,M,5,0
Genoa,Italy,T. Rincón,1306,0,2,28,M,4,0
Genoa,Italy,L. Zanimacchia,0,0,0,18,M,0,0
Genoa,Italy,Asencio,0,0,0,18,A,0,0
Genoa,Italy,S. Gakpé,267,1,0,29,A,1,0
Genoa,Italy,L. Ocampos,565,2,0,22,A,1,0
Genoa,Italy,G. Pandev,295,0,0,33,A,0,1
Genoa,Italy,L. Pavoletti,581,3,0,28,A,2,0
Genoa,Italy,G. Simeone,1004,6,1,21,A,2,0
Crotone,Italy,V. Cojocaru,0,0,0,21,G,0,0
Crotone,Italy,A. Cordaz,1436,0,0,33,G,0,1
Crotone,Italy,M. Festa,93,0,0,24,G,0,0
Crotone,Italy,A. Viscovo,0,0,0,17,G,0,0
Crotone,Italy,F. Ceccherini,1350,0,0,24,D,2,0
Crotone,Italy,G. Cuomo,0,0,0,18,D,0,0
Crotone,Italy,N. Dussenne,249,0,0,24,D,2,0
Crotone,Italy,G. Ferrari,1530,1,0,24,D,4,0
Crotone,Italy,Claiton,547,0,1,32,D,1,0
Crotone,Italy,D. Mesbah,443,0,0,32,D,1,0
Crotone,Italy,A. Rosi,991,1,1,29,D,5,0
Crotone,Italy,M. Sampirisi,419,1,1,24,D,0,0
Crotone,Italy,A. Barberis,640,0,0,23,M,1,0
Crotone,Italy,G. Borello,0,0,0,17,M,0,0
Crotone,Italy,L. Capezzi,975,0,0,21,M,4,0
Crotone,Italy,L. Crisetig,868,0,0,23,M,6,0
Crotone,Italy,N. Fazzi,6,0,0,21,M,0,0
Crotone,Italy,E. Gnahoré,0,0,0,23,M,0,0
Crotone,Italy,B. Martella,972,0,0,24,M,0,0
Crotone,Italy,M. Nicoletti,0,0,0,18,M,0,0
Crotone,Italy,M. Rohdén,1222,0,2,25,M,3,0
Crotone,Italy,A. Salzano,500,0,0,25,M,0,0
Crotone,Italy,C. Suljic,0,0,0,20,M,0,0
Crotone,Italy,P. De Giorgio,9,0,0,33,A,0,0
Crotone,Italy,D. Falcinelli,1339,5,2,25,A,1,0
Crotone,Italy,A. Nalini,145,0,0,26,A,1,0
Crotone,Italy,R. Palladino,1229,2,0,32,A,4,0
Crotone,Italy,A. Stoian,423,1,1,25,A,2,0
Crotone,Italy,S. Nwankwo,317,1,0,24,A,0,0
Crotone,Italy,A. Tonev,336,0,0,26,A,1,0
Crotone,Italy,M. Trotta,761,2,0,24,A,2,0
Empoli,Italy,A. Pelagotti,180,0,0,27,G,1,0
Empoli,Italy,M. Pugliesi,0,0,0,39,G,0,0
Empoli,Italy,Ł. Skorupski,1080,0,0,25,G,0,0
Empoli,Italy,F. Barba,259,0,0,23,D,1,0
Empoli,Italy,G. Bellusci,1080,1,0,27,D,7,0
Empoli,Italy,U. Ćosić,342,0,0,24,D,0,0
Empoli,Italy,A. Costa,854,1,0,30,D,0,0
Empoli,Italy,F. Dimarco,249,0,0,19,D,0,0
Empoli,Italy,V. Laurini,367,0,0,27,D,0,1
Empoli,Italy,M. Pasqual,990,0,2,34,D,3,0
Empoli,Italy,F. Veseli,563,0,1,24,D,1,0
Empoli,Italy,M. Zambelli,334,0,0,31,D,1,0
Empoli,Italy,M. Büchel,339,0,0,25,M,1,0
Empoli,Italy,D. Croce,982,0,0,34,M,1,0
Empoli,Italy,A. El Hadji,667,0,0,19,M,3,0
Empoli,Italy,R. Krunić,654,0,0,23,M,3,0
Empoli,Italy,R. Maiello,60,0,0,25,M,0,0
Empoli,Italy,J. Mauri,509,0,0,20,M,2,0
Empoli,Italy,Matheus Pereira,5,0,0,18,M,0,0
Empoli,Italy,R. Saponara,1108,2,1,24,M,3,0
Empoli,Italy,A. Tello,558,0,0,20,M,4,0
Empoli,Italy,A. Gilardino,500,0,0,34,A,1,0
Empoli,Italy,M. Maccarone,699,2,1,37,A,1,1
Empoli,Italy,G. Marilungo,275,0,0,27,A,0,0
Empoli,Italy,L. Mchedlidze,103,0,0,26,A,0,0
Empoli,Italy,M. Pucciarelli,1080,1,1,25,A,2,0
Empoli,Italy,R. Tchanturia,0,0,0,20,A,0,0
Palermo,Italy,A. Fulignati,0,0,0,22,G,0,0
Palermo,Italy,S. Guddo,0,0,0,17,G,0,0
Palermo,Italy,L. Marson,0,0,0,18,G,0,0
Palermo,Italy,J. Posavec,1530,0,0,20,G,1,0
Palermo,Italy,H. Aleesami,1530,0,2,25,D,4,0
Palermo,Italy,S. Anđelković,989,0,1,30,D,3,0
Palermo,Italy,S. Giuliano,0,0,0,19,D,0,0
Palermo,Italy,E. Goldaniga,930,1,1,23,D,6,0
Palermo,Italy,G. González,446,0,0,28,D,3,1
Palermo,Italy,M. Morganella,223,0,0,27,D,1,0
Palermo,Italy,G. Pezzella,149,0,0,19,D,1,0
Palermo,Italy,A. Punzi,0,0,0,19,D,0,0
Palermo,Italy,S. Rajković,299,0,0,27,D,1,0
Palermo,Italy,T. Cionek,1089,0,0,30,D,4,0
Palermo,Italy,A. Rispoli,1217,2,1,28,D,2,0
Palermo,Italy,R. Vitiello,247,0,0,33,D,1,0
Palermo,Italy,O. Bouy,36,0,0,23,M,1,0
Palermo,Italy,I. Chochev,817,1,0,23,M,3,0
Palermo,Italy,Bruno Henrique,808,0,1,27,M,0,0
Palermo,Italy,A. Diamanti,871,0,3,33,M,5,0
Palermo,Italy,A. Gazzi,994,0,0,33,M,2,0
Palermo,Italy,O. Hiljemark,1053,0,0,24,M,1,0
Palermo,Italy,M. Jajalo,624,1,1,28,M,1,0
Palermo,Italy,R. Quaison,648,2,0,23,M,2,0
Palermo,Italy,Carlos Embalo,309,0,0,22,A,0,0
Palermo,Italy,N. Balogh,136,0,0,20,A,0,0
Palermo,Italy,A. Bentivegna,90,0,0,20,A,0,0
Palermo,Italy,S. Lo Faso,67,0,0,18,A,0,0
Palermo,Italy,I. Nestorovski,1354,7,2,26,A,2,0
Palermo,Italy,R. Sallai,352,0,0,19,A,2,0
Palermo,Italy,A. Trajkovski,10,1,0,24,A,0,0
Pescara,Italy,G. Aldegani,0,0,0,40,G,0,0
Pescara,Italy,A. Bizzarri,1530,0,0,39,G,1,0
Pescara,Italy,V. Fiorillo,0,0,0,26,G,0,0
Pescara,Italy,M. Pigliacelli,0,0,0,23,G,0,0
Pescara,Italy,C. Biraghi,1307,0,1,24,D,4,0
Pescara,Italy,H. Campagnaro,1126,2,0,36,D,5,0
Pescara,Italy,A. Coda,190,0,0,31,D,1,0
Pescara,Italy,A. Crescenzi,910,0,1,25,D,1,0
Pescara,Italy,F. Delli Carri,0,0,0,17,D,0,0
Pescara,Italy,M. Fornasier,767,0,0,23,D,2,0
Pescara,Italy,F. Forte,0,0,0,18,D,0,0
Pescara,Italy,N. Gyömbér,589,0,0,24,D,3,0
Pescara,Italy,L. Maloku,0,0,0,18,D,0,0
Pescara,Italy,D. Vitturini,144,0,0,19,D,0,0
Pescara,Italy,F. Zampano,1262,0,4,23,D,2,0
Pescara,Italy,D. Župarić,235,0,0,24,D,1,0
Pescara,Italy,A. Aquilani,551,1,1,32,M,2,0
Pescara,Italy,Ahmed Benali,1089,1,0,24,M,1,0
Pescara,Italy,G. Brugman,1255,0,0,24,M,5,0
Pescara,Italy,A. Bruno,14,0,0,33,M,1,0
Pescara,Italy,B. Cristante,784,0,0,21,M,0,0
Pescara,Italy,P. D'Angelo,0,0,0,17,M,0,0
Pescara,Italy,F. Mele,0,0,0,18,M,0,0
Pescara,Italy,L. Memushaj,1263,1,0,30,M,1,0
Pescara,Italy,S. Pepe,338,0,0,33,M,0,0
Pescara,Italy,V. Verre,816,0,1,22,M,1,1
Pescara,Italy,M. Acatullo,0,0,0,18,A,0,0
Pescara,Italy,J. Bahebeck,130,1,0,23,A,0,0
Pescara,Italy,N. Battista,0,0,0,18,A,0,0
Pescara,Italy,G. Caprari,1516,3,1,23,A,3,0
Pescara,Italy,F. Del Sole,0,0,0,18,A,0,0
Pescara,Italy,R. Manaj,469,2,0,19,A,2,0
Pescara,Italy,A. Mitriță,238,0,1,21,A,1,0
Pescara,Italy,R. Murić,6,0,0,20,A,0,0
Pescara,Italy,S. Pettinari,165,0,0,24,A,0,0
Real Madrid,Spain,Kiko Casilla,540,0,0,30,G,1,0
Real Madrid,Spain,K. Navas,720,0,0,29,G,0,0
Real Madrid,Spain,Rubén Yáñez,0,0,0,23,G,0,0
Real Madrid,Spain,Daniel Carvajal,945,0,1,24,D,6,0
Real Madrid,Spain,Danilo,450,1,0,25,D,1,0
Real Madrid,Spain,Fábio Coentrão,0,0,0,28,D,0,0
Real Madrid,Spain,Nacho,560,0,1,26,D,2,0
Real Madrid,Spain,Pepe,564,1,1,33,D,0,0
Real Madrid,Spain,Sergio Ramos,702,3,0,30,D,4,0
Real Madrid,Spain,Álvaro Tejero,0,0,0,20,D,0,0
Real Madrid,Spain,R. Varane,946,1,1,23,D,0,0
Real Madrid,Spain,Marcelo,873,1,2,28,D,0,0
Real Madrid,Spain,Isco,594,2,2,24,M,2,0
Real Madrid,Spain,Marco Asensio,376,2,0,20,M,0,0
Real Madrid,Spain,Casemiro,223,0,0,24,M,1,0
Real Madrid,Spain,M. Kovačić,924,0,0,22,M,0,0
Real Madrid,Spain,T. Kroos,954,1,6,26,M,4,0
Real Madrid,Spain,L. Modrić,610,1,1,31,M,0,0
Real Madrid,Spain,J. Rodríguez,287,1,2,25,M,0,0
Real Madrid,Spain,E. Fernández,0,0,0,21,M,0,0
Real Madrid,Spain,M. Ødegaard,0,0,0,17,M,0,0
Real Madrid,Spain,G. Bale,942,5,2,27,A,2,0
Real Madrid,Spain,K. Benzema,640,4,1,28,A,0,0
Real Madrid,Spain,M. Díaz,17,0,0,23,A,0,0
Real Madrid,Spain,Cristiano Ronaldo,941,10,2,31,A,3,0
Real Madrid,Spain,Álvaro Morata,534,4,2,24,A,3,0
Real Madrid,Spain,Lucas Vázquez,518,0,2,25,A,1,0
Barcelona,Spain,J. Cillessen,90,0,0,27,G,0,0
Barcelona,Spain,Jordi Masip,0,0,0,27,G,0,0
Barcelona,Spain,M. ter Stegen,1170,0,0,24,G,1,0
Barcelona,Spain,Jordi Alba,725,0,3,27,D,2,0
Barcelona,Spain,L. Digne,616,0,0,23,D,2,0
Barcelona,Spain,Borja López,0,0,0,22,D,0,0
Barcelona,Spain,J. Mascherano,919,0,0,32,D,4,0
Barcelona,Spain,J. Mathieu,360,1,0,33,D,0,0
Barcelona,Spain,Piqué,990,2,0,29,D,1,0
Barcelona,Spain,Marlon,0,0,0,21,D,0,0
Barcelona,Spain,S. Umtiti,611,0,0,23,D,1,0
Barcelona,Spain,Rafinha,485,5,0,23,M,0,0
Barcelona,Spain,Carles Aleñà,0,0,0,18,M,0,0
Barcelona,Spain,Busquets,1061,0,1,28,M,4,0
Barcelona,Spain,Álex Carbonell,0,0,0,19,M,0,0
Barcelona,Spain,Iniesta,359,0,2,32,M,0,0
Barcelona,Spain,W. Kaptoum,0,0,0,20,M,0,0
Barcelona,Spain,Nili,0,0,0,22,M,0,0
Barcelona,Spain,I. Rakitić,865,2,1,28,M,1,0
Barcelona,Spain,Sergi Roberto,1080,0,4,24,M,2,0
Barcelona,Spain,Denis Suárez,599,0,2,22,M,1,0
Barcelona,Spain,André Gomes,611,0,0,23,M,0,0
Barcelona,Spain,A. Turan,739,2,3,29,M,0,0
Barcelona,Spain,Aleix Vidal,90,0,0,27,M,0,0
Barcelona,Spain,Paco Alcácer,268,0,0,23,A,0,0
Barcelona,Spain,Marc Cardona,0,0,0,21,A,0,0
Barcelona,Spain,Neymar,1077,4,6,24,A,5,0
Barcelona,Spain,L. Messi,934,11,3,29,A,3,0
Barcelona,Spain,L. Suárez,1091,10,3,29,A,6,0
Atlético Madrid,Spain,Bernabé Barragán,0,0,0,23,G,0,0
Atlético Madrid,Spain,André Moreira,0,0,0,21,G,0,0
Atlético Madrid,Spain,Moyà,0,0,0,32,G,0,0
Atlético Madrid,Spain,J. Oblak,1260,0,0,23,G,1,0
Atlético Madrid,Spain,J. Giménez,216,0,0,21,D,1,0
Atlético Madrid,Spain,D. Godín,1170,1,0,30,D,3,0
Atlético Madrid,Spain,L. Hernández,263,0,0,20,D,1,0
Atlético Madrid,Spain,Filipe Luis,1170,0,1,31,D,2,0
Atlético Madrid,Spain,Alberto Rodríguez,0,0,0,20,D,0,0
Atlético Madrid,Spain,S. Savić,960,0,1,25,D,1,0
Atlético Madrid,Spain,Juanfran,1170,0,2,31,D,1,0
Atlético Madrid,Spain,Š. Vrsaljko,90,0,0,24,D,0,0
Atlético Madrid,Spain,Tiago,304,1,0,35,M,2,0
Atlético Madrid,Spain,A. Cerci,0,0,0,29,M,0,0
Atlético Madrid,Spain,A. Fernández,142,0,0,30,M,0,0
Atlético Madrid,Spain,Gabi,1039,0,0,33,M,3,0
Atlético Madrid,Spain,Y. Carrasco,887,6,2,23,M,0,0
Atlético Madrid,Spain,N. Gaitán,348,2,0,28,M,0,0
Atlético Madrid,Spain,Juan Moreno,0,0,0,19,M,0,0
Atlético Madrid,Spain,Saúl,745,0,1,22,M,2,0
Atlético Madrid,Spain,Roberto Olabe,0,0,0,20,M,0,0
Atlético Madrid,Spain,Caio Henrique,0,0,0,19,M,0,0
Atlético Madrid,Spain,T. Partey,40,0,0,23,M,2,0
Atlético Madrid,Spain,Koke,1134,1,3,24,M,4,0
Atlético Madrid,Spain,Á. Correa,591,3,4,21,A,4,0
Atlético Madrid,Spain,K. Gameiro,858,6,3,29,A,0,0
Atlético Madrid,Spain,A. Griezmann,1081,6,4,25,A,2,0
Atlético Madrid,Spain,Roberto Nuñez,0,0,0,20,A,0,0
Atlético Madrid,Spain,Fernando Torres,349,2,1,32,A,1,0
Sevilla,Spain,Churripi,0,0,0,22,G,0,0
Sevilla,Spain,Sergio Rico,990,0,0,23,G,0,0
Sevilla,Spain,S. Sirigu,178,0,0,29,G,0,1
Sevilla,Spain,David Soria,0,0,0,23,G,0,0
Sevilla,Spain,Sergio Escudero,752,0,1,27,D,0,0
Sevilla,Spain,Mariano,990,0,1,30,D,4,0
Sevilla,Spain,Diego González,7,0,0,21,D,0,0
Sevilla,Spain,T.  Kolodziejczak,270,0,0,25,D,1,0
Sevilla,Spain,G. Mercado,842,2,0,29,D,5,0
Sevilla,Spain,N. Pareja,865,1,0,32,D,3,0
Sevilla,Spain,A. Rami,554,0,0,30,D,2,0
Sevilla,Spain,B. Trémoulinas,0,0,0,30,D,0,0
Sevilla,Spain,Ganso,266,0,1,27,M,0,0
Sevilla,Spain,J. Correa,250,0,0,22,M,1,0
Sevilla,Spain,Antonio Cotán,0,0,0,21,M,0,0
Sevilla,Spain,Iborra,366,0,0,28,M,1,0
Sevilla,Spain,H. Kiyotake,285,1,2,27,M,0,0
Sevilla,Spain,M. Kranevitter,355,0,0,23,M,0,0
Sevilla,Spain,M. Krohn-Dehli,0,0,0,33,M,0,0
Sevilla,Spain,Vitolo,973,2,1,27,M,2,0
Sevilla,Spain,Daniel Carriço,274,0,0,28,M,2,0
Sevilla,Spain,S. N'Zonzi,990,2,0,27,M,2,0
Sevilla,Spain,S. Nasri,632,2,1,29,M,3,0
Sevilla,Spain,Pablo Sarabia,630,3,3,24,M,2,0
Sevilla,Spain,W. Ben Yedder,495,3,1,25,A,0,0
Sevilla,Spain,Carlos Fernández,88,1,0,20,A,0,0
Sevilla,Spain,F. Vázquez,875,2,1,27,A,3,0
Sevilla,Spain,L. Vietto,941,4,2,22,A,3,0
Villarreal,Spain,Sergio Asenjo,1260,0,0,27,G,0,0
Villarreal,Spain,M. Barbosa,0,0,0,32,G,0,0
Villarreal,Spain,Andrés Fernández,0,0,0,29,G,0,0
Villarreal,Spain,D. Bonera,0,0,0,35,D,0,0
Villarreal,Spain,Jaume Costa,1080,1,1,28,D,4,0
Villarreal,Spain,Álvaro González,270,0,0,26,D,1,0
Villarreal,Spain,B. Jokić,0,0,0,30,D,0,0
Villarreal,Spain,M. Musacchio,990,0,0,26,D,1,0
Villarreal,Spain,Mario Gaspar,1260,0,0,26,D,2,0
Villarreal,Spain,Víctor Ruíz,1260,0,0,27,D,2,0
Villarreal,Spain,A. Rukavina,90,0,0,32,D,0,0
Villarreal,Spain,José Ángel,90,0,0,27,D,1,0
Villarreal,Spain,Ramón Bueno,0,0,0,21,M,0,0
Villarreal,Spain,Samu Castillejo,1116,1,3,21,M,1,0
Villarreal,Spain,D. Cheryshev,197,0,0,25,M,0,0
Villarreal,Spain,J. dos Santos,454,0,0,26,M,0,0
Villarreal,Spain,Rodri Hernández,199,0,0,20,M,0,0
Villarreal,Spain,Pablo Larrea,0,0,0,22,M,0,0
Villarreal,Spain,A. N'Diaye,105,0,0,26,M,1,0
Villarreal,Spain,R. Soriano,1018,3,2,25,M,3,0
Villarreal,Spain,Bruno,1072,3,1,32,M,2,0
Villarreal,Spain,Trigueros,1241,2,1,25,M,1,0
Villarreal,Spain,C. Bakambu,389,2,0,25,A,1,0
Villarreal,Spain,R. Borré,179,0,1,21,A,0,0
Villarreal,Spain,Aitor Cantalapiedra,3,0,0,20,A,0,0
Villarreal,Spain,Mario González,0,0,0,20,A,0,0
Villarreal,Spain,Alexandre Pato,464,1,0,27,A,0,0
Villarreal,Spain,N. Sansone,1123,5,1,25,A,3,0
Villarreal,Spain,Soldado,0,0,0,31,A,0,0
Villarreal,Spain,L. Suárez,0,0,0,20,A,0,0
Real Sociedad,Spain,Ander Bardaji,0,0,0,21,G,0,0
Real Sociedad,Spain,Toño,0,0,0,30,G,0,0
Real Sociedad,Spain,G. Rulli,1080,0,0,24,G,2,0
Real Sociedad,Spain,Yuri,840,1,1,26,D,2,0
Real Sociedad,Spain,Aritz Elustondo,57,0,0,22,D,0,1
