team,country,name,minutes,goals,assists,age,position,yellow,red
RB Leipzig,Germany,Y. Poulsen,801,1,1,22,A,1,0
Borussia Dortmund,Germany,H. Bonmann,0,0,0,22,G,0,0
Borussia Dortmund,Germany,R. Bürki,900,0,0,26,G,0,0
Borussia Dortmund,Germany,R. Weidenfeller,360,0,0,36,G,0,0
Borussia Dortmund,Germany,Bartra,615,0,3,25,D,2,0
Borussia Dortmund,Germany,D. Burnic,0,0,0,18,D,0,0
Borussia Dortmund,Germany,E. Durm,112,0,0,24,D,0,0
Borussia Dortmund,Germany,M. Ginter,1068,0,0,22,D,1,0
Borussia Dortmund,Germany,Raphaël Guerreiro,394,2,2,22,D,0,0
Borussia Dortmund,Germany,S. Papastathopoulos,1056,0,0,28,D,4,0
Borussia Dortmund,Germany,Joo-Ho Park,65,0,0,29,D,0,0
Borussia Dortmund,Germany,Ł. Piszczek,940,3,0,31,D,1,0
Borussia Dortmund,Germany,M. Schmelzer,904,0,0,28,D,2,0
Borussia Dortmund,Germany,N. Subotić,0,0,0,28,D,0,0
Borussia Dortmund,Germany,S. Bender,0,0,0,27,M,0,0
Borussia Dortmund,Germany,Jacob Bruun Larsen,0,0,0,18,M,0,0
Borussia Dortmund,Germany,G. Castro,795,2,4,29,M,2,0
Borussia Dortmund,Germany,O. Dembélé,873,3,5,19,M,4,0
Borussia Dortmund,Germany,M. Götze,559,0,1,24,M,1,0
Borussia Dortmund,Germany,S. Kagawa,318,0,0,27,M,1,0
Borussia Dortmund,Germany,Mikel Merino,90,0,0,20,M,0,0
Borussia Dortmund,Germany,E. Mor,287,1,1,19,M,0,1
Borussia Dortmund,Germany,F. Passlack,354,0,0,18,M,0,0
Borussia Dortmund,Germany,C. Pulisic,514,2,4,18,M,0,0
Borussia Dortmund,Germany,S. Rode,519,1,0,26,M,0,0
Borussia Dortmund,Germany,N. Şahin,36,0,0,28,M,0,0
Borussia Dortmund,Germany,A. Schürrle,339,0,1,26,M,0,0
Borussia Dortmund,Germany,J. Weigl,1043,0,0,21,M,1,0
Borussia Dortmund,Germany,P. Aubameyang,1165,15,1,27,A,1,0
Borussia Dortmund,Germany,A. Ramos,348,2,1,30,A,2,0
Borussia Dortmund,Germany,M. Reus,200,1,3,27,A,0,0
Hoffenheim,Germany,O. Baumann,1260,0,0,26,G,0,0
Hoffenheim,Germany,G. Kobel,0,0,0,19,G,0,0
Hoffenheim,Germany,A. Stolz,0,0,0,33,G,0,0
Hoffenheim,Germany,E. Bičakčić,429,0,0,26,D,3,0
Hoffenheim,Germany,B. Hübner,758,0,0,27,D,1,0
Hoffenheim,Germany,P. Kadeřábek,1197,0,2,24,D,1,0
Hoffenheim,Germany,Jin-Su Kim,0,0,0,24,D,0,0
Hoffenheim,Germany,F. Schär,223,0,0,24,D,1,0
Hoffenheim,Germany,N. Süle,1117,1,0,21,D,0,0
Hoffenheim,Germany,J. Toljan,585,1,1,22,D,1,0
Hoffenheim,Germany,N. Amiri,704,1,2,20,M,0,0
Hoffenheim,Germany,K. Demirbay,649,3,3,23,M,0,0
Hoffenheim,Germany,D. Geiger,0,0,0,18,M,0,0
Hoffenheim,Germany,J. Hamad,0,0,0,26,M,0,0
Hoffenheim,Germany,P. Ochs,99,0,0,19,M,0,0
Hoffenheim,Germany,E. Polanski,517,0,0,30,M,1,0
Hoffenheim,Germany,S. Rudy,1138,0,3,26,M,4,0
Hoffenheim,Germany,L. Rupp,727,2,1,25,M,2,0
Hoffenheim,Germany,P. Schwegler,140,0,1,29,M,0,0
Hoffenheim,Germany,K. Vogt,931,0,0,25,M,2,0
Hoffenheim,Germany,S. Zuber,407,2,0,25,M,0,0
Hoffenheim,Germany,B. Atik,30,0,0,21,A,0,0
Hoffenheim,Germany,A. Kramarić,1073,3,5,25,A,0,0
Hoffenheim,Germany,Á. Szalai,135,1,0,29,A,0,0
Hoffenheim,Germany,M. Terrazzino,11,0,0,25,A,0,0
Hoffenheim,Germany,M. Uth,494,4,1,25,A,3,0
Hoffenheim,Germany,E. Vargas,96,0,0,27,A,1,0
Hoffenheim,Germany,S. Wagner,1140,7,1,29,A,3,0
Köln,Germany,M. Hamrol,0,0,0,22,G,0,0
Köln,Germany,T. Horn,810,0,0,23,G,0,0
Köln,Germany,T. Kessler,90,0,0,30,G,0,0
Köln,Germany,S. Müller,90,0,0,20,G,0,0
Köln,Germany,J. Hector,990,0,0,26,D,1,0
Köln,Germany,D. Heintz,877,0,0,23,D,2,0
Köln,Germany,F. Sørensen,990,0,1,24,D,3,0
Köln,Germany,L. Klünter,0,0,0,20,D,0,0
Köln,Germany,D. Maroh,102,0,0,29,D,1,0
Köln,Germany,M. Mavraj,990,0,0,30,D,1,0
Köln,Germany,F. Mladenović,9,0,0,25,D,0,0
Köln,Germany,P. Olkowski,25,0,0,26,D,0,0
Köln,Germany,K. Rausch,455,0,2,26,D,1,0
Köln,Germany,L. Bittencourt,276,1,1,22,M,2,0
Köln,Germany,M. Hartel,0,0,0,20,M,0,0
Köln,Germany,M. Höger,847,0,0,27,M,3,0
Köln,Germany,M. Jojić,98,0,0,24,M,1,0
Köln,Germany,M. Lehmann,923,0,0,33,M,3,0
Köln,Germany,S. Özcan,58,0,2,18,M,0,0
Köln,Germany,M. Risse,990,2,4,26,M,1,0
Köln,Germany,S. Guirassy,25,0,0,20,A,0,0
Köln,Germany,A. Modeste,960,12,1,28,A,1,0
Köln,Germany,Y. Ōsako,768,2,2,26,A,2,0
Köln,Germany,A. Rudņevs,215,0,1,28,A,2,0
Köln,Germany,S. Zoller,302,1,1,25,A,2,0
Hertha BSC,Germany,R. Jarstein,990,0,0,32,G,0,0
Hertha BSC,Germany,Nils-Jonathan Körber,0,0,0,20,G,0,0
Hertha BSC,Germany,T. Kraft,0,0,0,28,G,0,0
Hertha BSC,Germany,F. Baak,0,0,0,17,D,0,0
Hertha BSC,Germany,J. Brooks,630,0,0,23,D,2,0
Hertha BSC,Germany,S. Langkamp,810,0,0,28,D,2,0
Hertha BSC,Germany,F. Lustenberger,686,0,0,28,D,0,0
Hertha BSC,Germany,M. Mittelstädt,90,0,0,19,D,1,0
Hertha BSC,Germany,P. Pekarík,676,0,1,30,D,2,0
Hertha BSC,Germany,M. Plattenhardt,810,0,0,24,D,1,0
Hertha BSC,Germany,N. Stark,891,1,0,21,D,3,0
Hertha BSC,Germany,M. Weiser,853,1,4,22,D,1,0
Hertha BSC,Germany,A. Baumjohann,0,0,0,29,M,0,0
Hertha BSC,Germany,V. Darida,235,1,0,26,M,0,0
Hertha BSC,Germany,O. Duda,0,0,0,21,M,0,0
Hertha BSC,Germany,A. Esswein,511,1,1,26,M,2,0
Hertha BSC,Germany,G. Haraguchi,909,0,2,25,M,1,0
Hertha BSC,Germany,J. Hegeler,26,0,0,28,M,0,0
Hertha BSC,Germany,J. Kade,0,0,0,17,M,0,0
Hertha BSC,Germany,F. Kohls,0,0,0,21,M,0,0
Hertha BSC,Germany,S. Kurt,4,0,0,20,M,0,0
Hertha BSC,Germany,Allan,250,0,0,19,M,1,0
Hertha BSC,Germany,P. Skjelbred,767,0,0,29,M,0,0
Hertha BSC,Germany,V. Stocker,405,2,0,27,M,0,1
Hertha BSC,Germany,S. Allagui,25,0,0,30,A,1,0
Hertha BSC,Germany,V. Ibišević,907,6,3,32,A,1,0
Hertha BSC,Germany,S. Kalou,249,3,0,31,A,0,0
Hertha BSC,Germany,J. Schieber,166,2,1,27,A,2,0
Freiburg,Germany,R. Gikiewicz,0,0,0,29,G,0,0
Freiburg,Germany,P. Klandt,0,0,0,33,G,0,0
Freiburg,Germany,A. Schwolow,990,0,0,24,G,0,0
Freiburg,Germany,J. Föhrenbach,81,0,0,20,D,0,0
Freiburg,Germany,M. Gulde,402,0,0,25,D,1,0
Freiburg,Germany,C. Günter,895,0,1,23,D,2,1
Freiburg,Germany,A. Ignjovski,202,0,0,25,D,0,0
Freiburg,Germany,M. Kempf,0,0,0,21,D,0,0
Freiburg,Germany,L. Kübler,0,0,0,24,D,0,0
Freiburg,Germany,G. Niedermeier,89,0,0,30,D,0,0
Freiburg,Germany,C. Söyüncü,856,0,1,20,D,4,0
Freiburg,Germany,P. Stenzel,720,0,0,20,D,0,0
Freiburg,Germany,Torrejón,433,0,0,30,D,1,0
Freiburg,Germany,A. Abrashi,616,1,0,26,M,2,0
Freiburg,Germany,O. Bulut,624,0,1,22,M,2,0
Freiburg,Germany,M. Frantz,734,0,0,30,M,2,0
Freiburg,Germany,V. Grifo,989,3,3,23,M,1,0
Freiburg,Germany,J. Haberer,183,0,1,22,M,2,0
Freiburg,Germany,N. Höfler,989,1,0,26,M,4,0
Freiburg,Germany,L. Hufnagel,0,0,0,22,M,0,0
Freiburg,Germany,C. Laprevotte,0,0,0,24,M,0,0
Freiburg,Germany,J. Meffert,58,0,0,22,M,0,0
Freiburg,Germany,M. Dæhli,10,0,0,21,M,0,0
Freiburg,Germany,M. Philipp,875,5,1,22,M,3,0
Freiburg,Germany,J. Schuster,0,0,0,31,M,0,0
Freiburg,Germany,A. Falahen,0,0,0,23,A,0,0
Freiburg,Germany,K. Guédé,59,0,0,31,A,0,0
Freiburg,Germany,H. Nielsen,0,0,0,23,A,0,0
Freiburg,Germany,F. Niederlechner,702,1,1,26,A,3,0
Freiburg,Germany,N. Petersen,378,4,1,27,A,0,0
Werder Bremen,Germany,J. Drobný,360,0,0,37,G,0,0
Werder Bremen,Germany,E. Oelschlägel,0,0,0,21,G,0,0
Werder Bremen,Germany,F. Wiedwald,630,0,0,26,G,0,0
Werder Bremen,Germany,R. Wolf,0,0,0,28,G,0,0
Werder Bremen,Germany,M. Zetterer,0,0,0,21,G,0,0
Werder Bremen,Germany,R. Bauer,492,0,0,21,D,0,0
Werder Bremen,Germany,L. Caldirola,180,0,0,25,D,0,0
Werder Bremen,Germany,F. Diagne,136,0,0,27,D,0,0
Werder Bremen,Germany,S. García,450,1,0,28,D,2,0
Werder Bremen,Germany,U. Garcia,132,0,0,20,D,0,0
Werder Bremen,Germany,T. Gebre Selassie,990,1,1,29,D,2,0
Werder Bremen,Germany,N. Moisander,764,0,1,31,D,1,0
Werder Bremen,Germany,L. Sané,672,1,0,29,D,1,0
Werder Bremen,Germany,J. Sternberg,70,0,0,24,D,1,0
Werder Bremen,Germany,P. Bargfrede,18,0,0,27,M,0,0
Werder Bremen,Germany,F. Bartels,422,0,1,29,M,0,0
Werder Bremen,Germany,M. Eggestein,16,0,0,19,M,0,0
Werder Bremen,Germany,J. Eilers,0,0,0,28,M,0,0
Werder Bremen,Germany,C. Fritz,864,0,0,35,M,3,0
Werder Bremen,Germany,L. Fröde,11,0,0,21,M,0,0
Werder Bremen,Germany,S. Gnabry,842,4,1,21,M,1,0
Werder Bremen,Germany,F. Grillitsch,892,1,0,21,M,3,0
Werder Bremen,Germany,I. Hajrović,476,1,0,25,M,1,0
Werder Bremen,Germany,Z. Junuzović,889,1,1,29,M,1,0
Werder Bremen,Germany,F. Kainz,4,0,0,24,M,0,0
Werder Bremen,Germany,T. Petsos,98,0,0,25,M,1,0
Werder Bremen,Germany,N. Schmidt,14,0,1,18,M,0,0
Werder Bremen,Germany,M. Veljkovic,330,0,0,21,M,1,0
Werder Bremen,Germany,S. Yatabaré,176,0,0,27,M,0,0
Werder Bremen,Germany,J. Eggestein,0,0,0,18,A,0,0
Werder Bremen,Germany,A. Jóhannsson,187,1,1,26,A,0,1
Werder Bremen,Germany,M. Kruse,90,0,0,28,A,0,0
Werder Bremen,Germany,M. Lorenzen,0,0,0,21,A,0,0
Werder Bremen,Germany,O. Manneh,488,1,1,19,A,2,0
Werder Bremen,Germany,C. Pizarro,103,0,0,38,A,0,0
Werder Bremen,Germany,L. Thy,84,1,0,24,A,0,0
Borussia M'gladbach,Germany,C. Heimeroth,0,0,0,35,G,0,0
Borussia M'gladbach,Germany,M. Nicolas,0,0,0,19,G,0,0
Borussia M'gladbach,Germany,T. Sippel,0,0,0,28,G,0,0
Borussia M'gladbach,Germany,Y. Sommer,990,0,0,27,G,1,0
Borussia M'gladbach,Germany,A. Christensen,720,0,0,20,D,0,0
Borussia M'gladbach,Germany,Álvaro Domínguez,0,0,0,27,D,0,0
Borussia M'gladbach,Germany,M. Doucouré,0,0,0,18,D,0,0
Borussia M'gladbach,Germany,N. Elvedi,863,0,0,20,D,1,0
Borussia M'gladbach,Germany,T. Jantschke,631,0,0,26,D,0,0
Borussia M'gladbach,Germany,N. Rütten,0,0,0,21,D,0,0
Borussia M'gladbach,Germany,N. Schulz,40,0,0,23,D,0,0
Borussia M'gladbach,Germany,T. Strobl,430,0,0,26,D,3,0
Borussia M'gladbach,Germany,J. Vestergaard,659,0,1,24,D,1,0
Borussia M'gladbach,Germany,O. Wendt,784,1,0,31,D,1,0
Borussia M'gladbach,Germany,L. Bénes,0,0,0,19,M,0,0
Borussia M'gladbach,Germany,M. Dahoud,431,0,1,20,M,0,0
Borussia M'gladbach,Germany,A. Hahn,616,1,0,26,M,1,0
Borussia M'gladbach,Germany,T. Hazard,457,3,1,23,M,0,0
Borussia M'gladbach,Germany,P. Herrmann,129,0,0,25,M,0,0
Borussia M'gladbach,Germany,J. Hofmann,180,0,0,24,M,0,0
Borussia M'gladbach,Germany,F. Johnson,711,1,1,28,M,1,0
Borussia M'gladbach,Germany,J. Korb,517,0,0,24,M,0,0
Borussia M'gladbach,Germany,C. Kramer,849,0,0,25,M,4,0
Borussia M'gladbach,Germany,W. Ndenge,0,0,0,19,M,0,0
Borussia M'gladbach,Germany,M. Schulz,0,0,0,21,M,0,0
Borussia M'gladbach,Germany,D. Sow,0,0,0,19,M,0,0
Borussia M'gladbach,Germany,L. Stindl,912,3,1,28,M,3,0
Borussia M'gladbach,Germany,I. Traoré,534,0,2,28,M,0,0
Borussia M'gladbach,Germany,Raffael,386,2,0,31,A,1,0
Borussia M'gladbach,Germany,J. Drmic,0,0,0,24,A,0,0
Schalke 04,Germany,R. Fährmann,990,0,0,28,G,1,0
Schalke 04,Germany,F. Giefer,0,0,0,26,G,0,0
Schalke 04,Germany,A. Nübel,0,0,0,20,G,0,0
Schalke 04,Germany,T. Wellenreuther,0,0,0,20,G,0,0
Schalke 04,Germany,Coke,0,0,0,29,D,0,0
Schalke 04,Germany,D. Aogo,74,0,0,29,D,0,0
Schalke 04,Germany,Naldo,900,0,0,34,D,0,0
Schalke 04,Germany,A. Baba,495,0,0,22,D,1,0
Schalke 04,Germany,J. Bitter,0,0,0,19,D,0,0
Schalke 04,Germany,Júnior Caiçara,90,0,0,27,D,1,0
Schalke 04,Germany,B. Höwedes,990,0,0,28,D,4,0
Schalke 04,Germany,T. Kehrer,0,0,0,20,D,0,0
Schalke 04,Germany,S. Kolašinac,505,0,4,23,D,3,0
Schalke 04,Germany,M. Nastasić,810,0,0,23,D,1,0
Schalke 04,Germany,P. Neumann,0,0,0,19,D,0,0
Schalke 04,Germany,S. Riether,180,0,0,33,D,0,0
Schalke 04,Germany,A. Uchida,0,0,0,28,D,0,0
Schalke 04,Germany,N. Bentaleb,902,4,2,22,M,3,0
Schalke 04,Germany,J. Geis,683,0,0,23,M,3,0
Schalke 04,Germany,L. Goretzka,772,2,0,21,M,1,0
Schalke 04,Germany,Y. Konoplyanka,166,0,0,27,M,1,0
Schalke 04,Germany,M. Meyer,606,1,0,21,M,0,0
Schalke 04,Germany,S. Sam,0,0,0,28,M,0,0
Schalke 04,Germany,A. Schöpf,610,2,0,22,M,0,0
Schalke 04,Germany,B. Stambouli,271,0,0,26,M,1,0
Schalke 04,Germany,D. Avdijaj,0,0,0,20,A,0,0
Schalke 04,Germany,E. Choupo-Moting,806,2,1,27,A,0,0
Schalke 04,Germany,F. Di Santo,222,0,2,27,A,1,0
Schalke 04,Germany,B. Embolo,341,2,1,19,A,0,0
Schalke 04,Germany,K. Huntelaar,477,1,0,33,A,0,0
Schalke 04,Germany,F. Reese,0,0,0,18,A,0,0
Schalke 04,Germany,B. Tekpetey,0,0,0,19,A,0,0
Eintracht Frankfurt,Germany,L. Bätge,0,0,0,19,G,0,0
Eintracht Frankfurt,Germany,L. Hradecky,990,0,0,27,G,1,0
Eintracht Frankfurt,Germany,H. Lindner,0,0,0,26,G,0,0
Eintracht Frankfurt,Germany,D. Abraham,931,1,0,30,D,2,0
Eintracht Frankfurt,Germany,T. Chandler,935,0,1,26,D,3,0
Eintracht Frankfurt,Germany,M. Hector,222,1,0,24,D,1,1
Eintracht Frankfurt,Germany,B. Oczipka,972,1,1,27,D,2,0
Eintracht Frankfurt,Germany,Y. Regäsel,0,0,0,20,D,0,0
Eintracht Frankfurt,Germany,M. Russ,0,0,0,31,D,0,0
Eintracht Frankfurt,Germany,Anderson Bamba,0,0,0,28,D,0,0
Eintracht Frankfurt,Germany,T. Tawatha,18,0,0,24,D,0,0
Eintracht Frankfurt,Germany,Jesús Vallejo,902,0,0,19,D,2,0
Eintracht Frankfurt,Germany,G. Varela,97,0,0,23,D,1,0
Eintracht Frankfurt,Germany,F. Zorba,0,0,0,18,D,0,0
Eintracht Frankfurt,Germany,A. Barkok,15,1,0,18,M,0,0
Eintracht Frankfurt,Germany,M. Fabián,810,3,4,27,M,4,0
Eintracht Frankfurt,Germany,J. Flum,0,0,0,28,M,0,0
Eintracht Frankfurt,Germany,M. Gaćinović,642,1,0,21,M,2,0
Eintracht Frankfurt,Germany,J. Gerezgiher,0,0,0,21,M,0,0
Eintracht Frankfurt,Germany,M. Hasebe,743,0,0,32,M,0,0
Eintracht Frankfurt,Germany,S. Huszti,759,1,1,33,M,3,0
Eintracht Frankfurt,Germany,Omar Mascarell,922,0,0,23,M,5,0
Eintracht Frankfurt,Germany,S. Medojević,0,0,0,26,M,0,0
Eintracht Frankfurt,Germany,M. Stendera,0,0,0,20,M,0,0
Eintracht Frankfurt,Germany,D. Blum,132,0,1,25,A,0,0
Eintracht Frankfurt,Germany,E. Bunjaki,0,0,0,19,A,0,0
Eintracht Frankfurt,Germany,B. Hrgota,426,0,0,23,A,0,0
Eintracht Frankfurt,Germany,A. Meier,735,4,0,33,A,1,0
Eintracht Frankfurt,Germany,A. Rebić,144,0,2,23,A,1,0
Eintracht Frankfurt,Germany,H. Seferović,338,1,0,24,A,1,0
Eintracht Frankfurt,Germany,S. Tarashaj,121,1,0,21,A,1,0
Bayer Leverkusen,Germany,B. Leno,990,0,0,24,G,0,0
Bayer Leverkusen,Germany,N. Lomb,0,0,0,23,G,0,0
Bayer Leverkusen,Germany,R. Özcan,0,0,0,32,G,0,0
Bayer Leverkusen,Germany,L. Boeder,0,0,0,19,D,0,0
Bayer Leverkusen,Germany,A. Dragović,232,0,1,25,D,1,0
Bayer Leverkusen,Germany,R. Hilbert,0,0,0,32,D,0,0
Bayer Leverkusen,Germany,T. Jedvaj,267,1,0,20,D,0,0
Bayer Leverkusen,Germany,Wendell,811,0,0,23,D,3,0
Bayer Leverkusen,Germany,J. Tah,854,0,1,20,D,1,0
Bayer Leverkusen,Germany,Ö. Toprak,770,0,0,27,D,3,0
Bayer Leverkusen,Germany,D. da Costa,0,0,0,23,D,0,0
Bayer Leverkusen,Germany,C. Aránguiz,801,1,1,27,M,3,0
Bayer Leverkusen,Germany,J. Baumgartlinger,422,0,1,28,M,0,0
Bayer Leverkusen,Germany,K. Bellarabi,93,0,1,26,M,1,0
Bayer Leverkusen,Germany,L. Bender,335,0,0,27,M,1,0
Bayer Leverkusen,Germany,K. Havertz,125,0,0,17,M,0,0
Bayer Leverkusen,Germany,B. Henrichs,900,0,2,19,M,0,0
Bayer Leverkusen,Germany,K. Kampl,900,1,1,26,M,2,0
Bayer Leverkusen,Germany,V. Yurchenko,0,0,0,22,M,0,0
Bayer Leverkusen,Germany,J. Brandt,816,2,3,20,A,0,0
Bayer Leverkusen,Germany,H. Çalhanoğlu,587,2,3,22,A,1,0
Bayer Leverkusen,Germany,J. Hernández,745,5,1,28,A,1,0
Bayer Leverkusen,Germany,S. Kießling,105,0,1,32,A,0,0
Bayer Leverkusen,Germany,R. Kruse,0,0,0,28,A,0,0
Bayer Leverkusen,Germany,A. Mehmedi,621,2,0,25,A,1,0
Bayer Leverkusen,Germany,J. Pohjanpalo,104,4,0,22,A,0,0
Bayer Leverkusen,Germany,K. Volland,328,0,1,24,A,0,1
Augsburg,Germany,I. Gelios,0,0,0,24,G,0,0
Augsburg,Germany,M. Hitz,990,0,0,29,G,0,0
Augsburg,Germany,A. Luthe,0,0,0,29,G,0,0
Augsburg,Germany,J. Callsen-Bracker,0,0,0,32,D,0,0
Augsburg,Germany,R. Framberger,90,0,0,21,D,0,0
Augsburg,Germany,M. Friedrich,0,0,0,20,D,0,0
Augsburg,Germany,J. Gouweleeuw,540,1,1,25,D,3,0
Augsburg,Germany,M. Hinteregger,883,0,0,24,D,1,0
Augsburg,Germany,C. Janker,545,0,0,31,D,0,0
Augsburg,Germany,P. Max,335,0,0,23,D,1,0
Augsburg,Germany,D. Opare,0,0,0,26,D,0,0
Augsburg,Germany,T. Rieder,0,0,0,23,D,0,0
Augsburg,Germany,K. Stafylidis,985,2,0,22,D,2,0
Augsburg,Germany,P. Verhaegh,990,0,0,33,D,2,0
Augsburg,Germany,Halil Altıntop,372,2,0,33,M,1,0
Augsburg,Germany,D. Baier,990,1,3,32,M,1,0
Augsburg,Germany,Caiuby,180,0,0,28,M,1,0
Augsburg,Germany,M. Feulner,0,0,0,34,M,0,0
Augsburg,Germany,G. Kačar,534,0,1,29,M,1,0
Augsburg,Germany,D. Kohr,460,0,0,22,M,2,0
Augsburg,Germany,Ja-Cheol Koo,774,1,1,27,M,2,0
Augsburg,Germany,J. Morávek,98,0,0,27,M,0,0
Augsburg,Germany,J. Schmid,488,0,0,26,M,0,0
Augsburg,Germany,M. Schuster,0,0,0,21,M,0,0
Augsburg,Germany,G. Teigl,57,0,0,25,M,1,0
Augsburg,Germany,T. Usami,8,0,0,24,M,0,0
Augsburg,Germany,R. Bobadilla,271,1,0,29,A,0,0
Augsburg,Germany,A. Finnbogason,513,1,0,27,A,0,0
Augsburg,Germany,J. Schmidt,5,0,0,22,A,0,0
Augsburg,Germany,Dong-Won Ji,872,1,1,25,A,2,0
Hamburger SV,Germany,R. Adler,900,0,1,31,G,1,0
Hamburger SV,Germany,A. Hirzel,0,0,0,23,G,0,0
Hamburger SV,Germany,C. Mathenia,90,0,0,24,G,0,0
Hamburger SV,Germany,T. Mickel,0,0,0,27,G,0,0
Hamburger SV,Germany,D. Diekmeier,330,0,0,27,D,2,0
Hamburger SV,Germany,J. Djourou,630,0,0,29,D,2,0
Hamburger SV,Germany,Douglas Santos,810,0,0,22,D,3,0
Hamburger SV,Germany,A. Götz,66,0,0,23,D,1,0
Hamburger SV,Germany,Cleber Reis,326,0,0,25,D,1,1
Hamburger SV,Germany,G. Jung,706,0,0,22,D,0,0
Hamburger SV,Germany,M. Ostrzolek,360,0,0,26,D,0,0
Hamburger SV,Germany,G. Sakai,855,0,0,25,D,4,0
Hamburger SV,Germany,Young-Jae Seo,0,0,0,21,D,0,0
Hamburger SV,Germany,E. Spahić,685,0,0,36,D,2,0
Hamburger SV,Germany,N. Bahoui,67,0,0,25,M,0,0
Hamburger SV,Germany,A. Ekdal,514,0,1,27,M,1,0
Hamburger SV,Germany,D. Feka,0,0,0,19,M,0,0
Hamburger SV,Germany,M. Gregoritsch,411,0,1,22,M,1,0
Hamburger SV,Germany,A. Halilović,138,0,0,20,M,0,0
Hamburger SV,Germany,L. Holtby,696,0,2,26,M,1,0
Hamburger SV,Germany,A. Hunt,441,0,0,30,M,1,0
Hamburger SV,Germany,F. Kostić,683,1,0,24,M,1,0
Hamburger SV,Germany,N. Müller,877,3,0,29,M,2,0
Hamburger SV,Germany,F. Porath,0,0,0,19,M,0,0
Hamburger SV,Germany,F. Ronstadt,0,0,0,19,M,0,0
Hamburger SV,Germany,B. Jatta,0,0,0,18,A,0,0
Hamburger SV,Germany,M. Köhlert,0,0,0,18,A,0,0
Hamburger SV,Germany,P. Lasogga,436,0,0,24,A,2,0
Hamburger SV,Germany,L. Waldschmidt,148,0,1,20,A,0,0
Hamburger SV,Germany,B. Wood,591,2,0,24,A,1,1
Mainz 05,Germany,G. Curci,0,0,0,31,G,0,0
Mainz 05,Germany,J. Huth,0,0,0,22,G,0,0
Mainz 05,Germany,J. Lössl,990,0,0,27,G,0,0
Mainz 05,Germany,F. Müller,0,0,0,19,G,0,0
Mainz 05,Germany,L. Balogun,549,0,0,28,D,1,0
Mainz 05,Germany,S. Bell,854,3,1,25,D,5,0
Mainz 05,Germany,D. Brosinski,781,0,1,28,D,5,0
Mainz 05,Germany,N. Bungert,165,1,0,30,D,0,0
Mainz 05,Germany,G. Bussmann,597,0,1,25,D,0,1
Mainz 05,Germany,G. Donati,990,0,0,26,D,0,0
Mainz 05,Germany,A. Hack,441,0,1,23,D,0,0
Mainz 05,Germany,C. Clemens,188,0,0,25,M,0,0
Mainz 05,Germany,F. Frei,606,0,0,27,M,2,0
Mainz 05,Germany,J. Gbamin,766,0,0,21,M,0,0
Mainz 05,Germany,B. Halimi,0,0,0,21,M,0,0
Mainz 05,Germany,G. Holtmann,23,0,1,21,M,0,0
Mainz 05,Germany,P. Klement,0,0,0,24,M,0,0
Mainz 05,Germany,D. Latza,0,0,0,26,M,0,0
Mainz 05,Germany,Y. Mallı,940,6,4,24,M,0,0
Mainz 05,Germany,L. Öztunali,540,2,2,20,M,0,0
Mainz 05,Germany,André Ramalho,37,0,0,24,M,1,0
Mainz 05,Germany,José Rodríguez,5,0,0,21,M,0,1
Mainz 05,Germany,Jairo Samperio,188,0,1,23,M,1,0
Mainz 05,Germany,S. Serdar,305,0,0,19,M,1,0
Mainz 05,Germany,E. Berggreen,0,0,0,23,A,0,0
Mainz 05,Germany,J. Córdoba,866,2,2,23,A,4,0
Mainz 05,Germany,P. De Blasis,482,4,2,28,A,2,0
Mainz 05,Germany,Y. Muto,47,2,0,24,A,0,0
Mainz 05,Germany,K. Onisiwo,497,1,0,24,A,3,0
Wolfsburg,Germany,D. Benaglio,270,0,0,33,G,0,0
Wolfsburg,Germany,K. Casteels,720,0,0,24,G,1,0
Wolfsburg,Germany,M. Grün,0,0,0,29,G,0,0
Wolfsburg,Germany,P. Menzel,0,0,0,18,G,0,0
Wolfsburg,Germany,C. Ascues,0,0,0,24,D,0,0
Wolfsburg,Germany,J. Bruma,833,0,0,25,D,3,1
Wolfsburg,Germany,H. Hansen,83,0,0,22,D,0,0
Wolfsburg,Germany,J. Horn,81,0,0,19,D,1,0
Wolfsburg,Germany,S. Jung,0,0,0,26,D,0,0
Wolfsburg,Germany,R. Knoche,431,0,0,24,D,0,0
Wolfsburg,Germany,R. Rodríguez,918,2,2,24,D,0,0
Wolfsburg,Germany,M. Schäfer,71,0,0,32,D,1,0
Wolfsburg,Germany,C. Träsch,469,0,1,29,D,0,0
Wolfsburg,Germany,P. Wollscheid,270,0,0,27,D,0,0
Wolfsburg,Germany,R. Ziegele,0,0,0,19,D,0,0
Wolfsburg,Germany,M. Arnold,811,1,0,22,M,4,0
Wolfsburg,Germany,I. Azzaoui,0,0,0,18,M,0,0
Wolfsburg,Germany,J. Błaszczykowski,695,0,0,30,M,2,0
Wolfsburg,Germany,D. Caligiuri,637,0,1,28,M,1,0
Wolfsburg,Germany,A. Conde,0,0,0,19,M,0,0
Wolfsburg,Germany,Luiz Gustavo,617,0,0,29,M,0,0
Wolfsburg,Germany,D. Didavi,234,2,0,26,M,0,0
Wolfsburg,Germany,A. Donkor,0,0,0,19,M,0,0
Wolfsburg,Germany,J. Draxler,788,0,0,23,M,0,0
Wolfsburg,Germany,Y. Gerhardt,765,0,0,22,M,2,0
Wolfsburg,Germany,J. Guilavogui,9,0,0,26,M,0,0
